Date,BTC_RET,ETH_RET,BTC_Open_R(-1),BTC_High_R(-1),BTC_Low_R(-1),BTC_Close_R(-1),BTC_Volume_R(-1),ETH_Open_R(-1),ETH_High_R(-1),ETH_Low_R(-1),ETH_Close_R(-1),ETH_Volume_R(-1),BTC_Open_R(-2),BTC_High_R(-2),BTC_Low_R(-2),BTC_Close_R(-2),BTC_Volume_R(-2),ETH_Open_R(-2),ETH_High_R(-2),ETH_Low_R(-2),ETH_Close_R(-2),ETH_Volume_R(-2),rbtc_ret,reth_ret,z_score,z_score(-1),z_score(-2),z_score_singel_for_lable,port_outa_z_score_singel_for_lable,speed_BTC_Close_R(-1),speed_BTC_Close_R(-2),speed_BTC_Volume_R(-1),speed_BTC_Volume_R(-2),speed_ETH_Close_R(-1),speed_ETH_Close_R(-2),speed_ETH_Volume_R(-1),speed_ETH_Volume_R(-2),rbtc_ret(-1),rbtc_ret(-2),reth_ret(-1),reth_ret(-2),rrbtc(-1),rrbtc(-2),rreth(-1),rreth(-2),up_th,lw_th,pair_trading_signal
2018-02-12,0.09798315081177211,0.06634301285442423,-0.011920784486058489,-0.05551297967315927,-0.043923929676883855,-0.05705588715872301,-0.2131832546915916,-0.026266087688219253,-0.06334423148596979,-0.04524719112919218,-0.0531778340118092,-0.15146745767132974,0.05418869838415441,0.044130731128057876,0.05209573562756131,-0.013171607575021227,0.1468189280058365,0.07817784312216514,0.037778103972224475,0.04657892879868686,-0.02653121513593726,0.174175225147003,0.09798315081177211,0.06634301285442423,0.11009773629357636,-0.1573282351799132,-0.4506830723296854,-1.0,0.09798315081177211,-3.7066194727636605,2.783056415507248,0.596734957810626,-0.898715738023794,-1.7560255018343058,-196.46653986486905,0.21979594118421342,-1.265360254171267,-0.05705588715872301,-0.013171607575021227,-0.0531778340118092,-0.02653121513593726,-3.7066194727636605,2.783056415507248,-1.7560255018343058,-196.46653986486905,3.3946765878973393,-3.1685099709655065,1.0
2018-02-13,-0.03677344497335466,-0.026992962429639222,-0.05509430724555153,0.042918345485965625,0.026519660013767155,0.09798315081177211,0.021928425589438305,-0.04862168223701613,0.019375327403519105,0.03715452157461363,0.06634301285442423,-0.09780225968517764,-0.011920784486058489,-0.05551297967315927,-0.043923929676883855,-0.05705588715872301,-0.2131832546915916,-0.026266087688219253,-0.06334423148596979,-0.04524719112919218,-0.0531778340118092,-0.15146745767132974,-0.03677344497335466,-0.026992962429639222,0.04126310299222114,0.11009773629357636,-0.1573282351799132,0.0,0.0,-1.8155872206409076,-3.7066194727636605,-0.5502221834880628,0.596734957810626,-3.2378349306315286,-1.7560255018343058,-0.8104959672177173,0.21979594118421342,0.09798315081177211,-0.05705588715872301,0.06634301285442423,-0.0531778340118092,-1.8155872206409076,-3.7066194727636605,-3.2378349306315286,-1.7560255018343058,3.1245420630595597,-2.602892491207905,0.0
2018-02-14,0.10424378247495736,0.0926379625188114,0.09645597073562007,-0.0030548007940374156,0.03856570328426612,-0.03677344497335466,-0.08946300982298205,0.06334498800997546,-0.005968496905378706,0.013857943351119006,-0.026992962429639222,-0.07233504464038643,-0.05509430724555153,0.042918345485965625,0.026519660013767155,0.09798315081177211,0.021928425589438305,-0.04862168223701613,0.019375327403519105,0.03715452157461363,0.06634301285442423,-0.09780225968517764,0.10424378247495736,0.0926379625188114,-0.08503045365029571,0.04126310299222114,0.11009773629357636,-1.0,0.10424378247495736,-0.49387472213494543,-1.8155872206409076,3.6059925586807475,-0.5502221834880628,-0.37404824430648886,-3.2378349306315286,-0.26504767784630756,-0.8104959672177173,-0.03677344497335466,0.09798315081177211,-0.026992962429639222,0.06634301285442423,-0.49387472213494543,-1.8155872206409076,-0.37404824430648886,-3.2378349306315286,2.78949914177692,-2.4428785885616593,0.0
2018-02-15,0.07075267978887334,0.01452534206013456,-0.036609170523755674,0.0625185248814708,0.017090804934895232,0.10424378247495736,0.38848672248702765,-0.028775150874176036,0.06399386332079415,0.018630945608746563,0.0926379625188114,0.3542238178511399,0.09645597073562007,-0.0030548007940374156,0.03856570328426612,-0.03677344497335466,-0.08946300982298205,0.06334498800997546,-0.005968496905378706,0.013857943351119006,-0.026992962429639222,-0.07233504464038643,0.07075267978887334,0.01452534206013456,1.6998993922335848,-0.08503045365029571,0.04126310299222114,-1.0,0.07075267978887334,1.7882982379540135,-0.49387472213494543,0.05170604126415701,3.6059925586807475,2.150206555130649,-0.37404824430648886,21.646320503672303,-0.26504767784630756,0.10424378247495736,-0.03677344497335466,0.0926379625188114,-0.026992962429639222,1.7882982379540135,-0.49387472213494543,2.150206555130649,-0.37404824430648886,1.2390786005687102,0.803448253996599,-2.0
2018-02-16,0.006639518158486624,0.007720591228886686,0.10330333290258209,0.07524891030405811,0.09251948430660795,0.07075267978887334,0.14573282299601642,0.09410282196484587,0.027545533969408176,0.07915870453615348,0.01452534206013456,0.028999047892237506,-0.036609170523755674,0.0625185248814708,0.017090804934895232,0.10424378247495736,0.38848672248702765,-0.028775150874176036,0.06399386332079415,0.018630945608746563,0.0926379625188114,0.3542238178511399,0.006639518158486624,0.007720591228886686,-0.29606009828693536,1.6998993922335848,-0.08503045365029571,-1.0,0.006639518158486624,-0.9162197926865241,1.7882982379540135,-0.8830362410418189,0.05170604126415701,-0.8097435879068187,2.150206555130649,-0.8443046508345121,21.646320503672303,0.07075267978887334,0.10424378247495736,0.01452534206013456,0.0926379625188114,-0.9162197926865241,1.7882982379540135,-0.8097435879068187,2.150206555130649,2.182116189153825,-1.6476263971524467,1.0
2018-02-17,0.0858714440383399,0.03167194539964835,0.06822913450335744,0.008725114940362655,0.045685336169329904,0.006639518158486624,-0.1949100900923907,0.01197103808816502,-0.0020410706971903947,0.007394268472256549,0.007720591228886686,-0.18297648165037683,0.10330333290258209,0.07524891030405811,0.09251948430660795,0.07075267978887334,0.14573282299601642,0.09410282196484587,0.027545533969408176,0.07915870453615348,0.01452534206013456,0.028999047892237506,0.0858714440383399,0.03167194539964835,0.578364210354019,-0.29606009828693536,1.6998993922335848,-1.0,0.0858714440383399,1.820492925899576,-0.9162197926865241,2.740691955531146,-0.8830362410418189,-0.4444109905161704,-0.8097435879068187,6.961522633528706,-0.8443046508345121,0.006639518158486624,0.07075267978887334,0.007720591228886686,0.01452534206013456,1.820492925899576,-0.9162197926865241,-0.4444109905161704,-0.8097435879068187,2.451277960507382,-1.7761759731666964,0.0
2018-02-18,-0.050473816513253555,-0.05152776646470214,0.007083852452611561,0.0789802909189834,0.03303674446972238,0.0858714440383399,0.1870464309834059,0.010656957831179703,0.027989290249678778,0.024956207671461117,0.03167194539964835,0.06595204838896485,0.06822913450335744,0.008725114940362655,0.045685336169329904,0.006639518158486624,-0.1949100900923907,0.01197103808816502,-0.0020410706971903947,0.007394268472256549,0.007720591228886686,-0.18297648165037683,-0.050473816513253555,-0.05152776646470214,-0.23351172326230443,0.578364210354019,-0.29606009828693536,0.0,0.0,-14.169198658928833,1.820492925899576,-0.1616263375554906,2.740691955531146,-7.622068285570126,-0.4444109905161704,-0.813886698873159,6.961522633528706,0.0858714440383399,0.006639518158486624,0.03167194539964835,0.007720591228886686,-14.169198658928833,1.820492925899576,-7.622068285570126,-0.4444109905161704,3.1004001742925484,-3.135331641389128,1.0
2018-02-19,0.06382797366007709,0.02158622791762088,0.08972817934117061,0.018878747222720982,0.017400004195136987,-0.050473816513253555,0.009598255640797415,0.03027369585569284,0.0064899092105188405,-0.0269029100425775,-0.05152776646470214,0.01645869175785264,0.007083852452611561,0.0789802909189834,0.03303674446972238,0.0858714440383399,0.1870464309834059,0.010656957831179703,0.027989290249678778,0.024956207671461117,0.03167194539964835,0.06595204838896485,0.06382797366007709,0.02158622791762088,1.7369736476650077,-0.23351172326230443,0.578364210354019,-1.0,0.06382797366007709,-1.133053906662304,-14.169198658928833,-0.5158917260858226,-0.1616263375554906,-1.8467741051032633,-7.622068285570126,-0.4483809984583279,-0.813886698873159,-0.050473816513253555,0.0858714440383399,-0.05152776646470214,0.03167194539964835,-1.133053906662304,-14.169198658928833,-1.8467741051032633,-7.622068285570126,2.406838750756316,-2.8040920805589606,0.0
2018-02-20,0.01589270609507487,-0.051378130406813494,-0.05131531377141485,-0.006696153351410827,0.018129013685115325,0.06382797366007709,-0.12487633316594593,-0.05309603162907939,-0.025592798577579012,0.006673266815795609,0.02158622791762088,-0.1551325290968908,0.08972817934117061,0.018878747222720982,0.017400004195136987,-0.050473816513253555,0.009598255640797415,0.03027369585569284,0.0064899092105188405,-0.0269029100425775,-0.05152776646470214,0.01645869175785264,0.01589270609507487,-0.051378130406813494,-1.352623775843333,1.7369736476650077,-0.23351172326230443,-1.0,0.01589270609507487,0.42624983663404814,-1.133053906662304,13.768139978077931,-0.5158917260858226,-0.45985282256955806,-1.8467741051032633,12.892523261023038,-0.4483809984583279,0.06382797366007709,-0.050473816513253555,0.02158622791762088,-0.05152776646470214,0.42624983663404814,-1.133053906662304,-0.45985282256955806,-1.8467741051032633,1.0867055480549972,-0.03994923171484499,-2.0
2018-02-21,-0.06254985596523333,-0.05070519909053717,0.06436330576866522,0.06073375500492828,0.06835212837432714,0.01589270609507487,0.2972325828370408,0.023760167553507294,0.007818142725266819,-0.031034574339675047,-0.051378130406813494,0.1734608923164589,-0.05131531377141485,-0.006696153351410827,0.018129013685115325,0.06382797366007709,-0.12487633316594593,-0.05309603162907939,-0.025592798577579012,0.006673266815795609,0.02158622791762088,-0.1551325290968908,-0.06254985596523333,-0.05070519909053717,0.05671250726740413,-1.352623775843333,1.7369736476650077,0.0,0.0,-0.6683674036484197,0.42624983663404814,-0.7587338046166525,13.768139978077931,1.3821813268929084,-0.45985282256955806,-0.79683156316563,12.892523261023038,0.01589270609507487,0.06382797366007709,-0.051378130406813494,0.02158622791762088,-0.6683674036484197,0.42624983663404814,1.3821813268929084,-0.45985282256955806,1.9034979367124913,-2.9825547218347372,0.0
2018-02-22,-0.06411363144322124,-0.043679181095690245,0.012500257578166973,-0.04515616507087006,-0.06701510073197414,-0.06254985596523333,-0.05250576987332323,-0.05238844296823386,-0.05479325765028453,-0.06987033222744421,-0.05070519909053717,-0.005315807355592006,0.06436330576866522,0.06073375500492828,0.06835212837432714,0.01589270609507487,0.2972325828370408,0.023760167553507294,0.007818142725266819,-0.031034574339675047,-0.051378130406813494,0.1734608923164589,-0.06411363144322124,-0.043679181095690245,0.25430495583687246,0.05671250726740413,-1.352623775843333,0.0,0.0,5.572185595997569,-0.6683674036484197,-0.6519012555056697,-0.7587338046166525,-0.9961251184287697,1.3821813268929084,-0.5134210152895189,-0.79683156316563,-0.06254985596523333,0.01589270609507487,-0.05070519909053717,-0.051378130406813494,5.572185595997569,-0.6683674036484197,-0.9961251184287697,1.3821813268929084,-1.2929971239763671,-1.4559334534546418,1.0
2018-02-23,0.02959516335582202,0.06316586437308924,-0.06259121299859782,-0.03322681531068006,-0.051532076777081715,-0.06411363144322124,-0.1451579450711613,-0.05018591750658108,-0.03994955430538427,-0.03358560264504318,-0.043679181095690245,-0.15063213061841918,0.012500257578166973,-0.04515616507087006,-0.06701510073197414,-0.06254985596523333,-0.05250576987332323,-0.05238844296823386,-0.05479325765028453,-0.06987033222744421,-0.05070519909053717,-0.005315807355592006,0.02959516335582202,0.06316586437308924,-0.6667245127863926,0.25430495583687246,0.05671250726740413,-1.0,0.02959516335582202,-1.0050651716404342,5.572185595997569,-2.499690858335085,-0.6519012555056697,9.579480017806654,-0.9961251184287697,-27.523805081448565,-0.5134210152895189,-0.06411363144322124,-0.06254985596523333,-0.043679181095690245,-0.05070519909053717,-1.0050651716404342,5.572185595997569,9.579480017806654,-0.9961251184287697,0.6952275530848139,-2.3203749493577885,0.0
2018-02-24,-0.04737642731178393,-0.02739448259759092,-0.06785205542196271,-0.04998594307627058,-0.020578370520125122,0.02959516335582202,-0.037385180842143706,-0.04436440214170889,0.01186397877469525,-0.009813539181652287,0.06316586437308924,0.08577595664130078,-0.06259121299859782,-0.03322681531068006,-0.051532076777081715,-0.06411363144322124,-0.1451579450711613,-0.05018591750658108,-0.03994955430538427,-0.03358560264504318,-0.043679181095690245,-0.15063213061841918,-0.04737642731178393,-0.02739448259759092,0.4723497886686449,-0.6667245127863926,0.25430495583687246,0.0,0.0,-59.463106922839415,-1.0050651716404342,-1.4207456374580618,-2.499690858335085,16.653187547918616,9.579480017806654,-1.0574115858019058,-27.523805081448565,0.02959516335582202,-0.06411363144322124,0.06316586437308924,-0.043679181095690245,-59.463106922839415,-1.0050651716404342,16.653187547918616,9.579480017806654,0.39657670393368794,-1.6950489540013338,-1.0
2018-02-25,-0.015116557715992629,0.0051099419228730625,0.03528503590957155,0.010479379122534382,-0.019270501391978057,-0.04737642731178393,-0.10615285801448526,0.061617691617716464,-0.007657508204768182,0.02989335775176749,-0.02739448259759092,-0.1748486440987015,-0.06785205542196271,-0.04998594307627058,-0.020578370520125122,0.02959516335582202,-0.037385180842143706,-0.04436440214170889,0.01186397877469525,-0.009813539181652287,0.06316586437308924,0.08577595664130078,-0.015116557715992629,0.0051099419228730625,-2.9720496616141974,0.4723497886686449,-0.6667245127863926,-1.0,-0.015116557715992629,0.7794252302715743,-59.463106922839415,-3.4775170883062474,-1.4207456374580618,-0.41389458524551515,16.653187547918616,0.9359989903443937,-1.0574115858019058,-0.04737642731178393,0.02959516335582202,-0.02739448259759092,0.06316586437308924,0.7794252302715743,-59.463106922839415,-0.41389458524551515,16.653187547918616,-0.19254824289866035,-1.4136874450698196,-1.0
2018-02-26,0.07263210586495439,0.029006528040185664,-0.04775413980875409,-0.06359986188126598,-0.014654928239766885,-0.015116557715992629,-0.17505093037958097,-0.025689661767852034,-0.029998953521649496,0.004680219546118636,0.0051099419228730625,-0.1451380023899428,0.03528503590957155,0.010479379122534382,-0.019270501391978057,-0.04737642731178393,-0.10615285801448526,0.061617691617716464,-0.007657508204768182,0.02989335775176749,-0.02739448259759092,-0.1748486440987015,0.07263210586495439,0.029006528040185664,0.9910737258772085,-2.9720496616141974,0.4723497886686449,0.0,0.0,-0.7381873779413559,0.7794252302715743,-0.6471496840154926,-3.4775170883062474,-0.17239378228058033,-0.41389458524551515,-0.9440757811502628,0.9359989903443937,-0.015116557715992629,-0.04737642731178393,0.0051099419228730625,-0.02739448259759092,-0.7381873779413559,0.7794252302715743,-0.17239378228058033,-0.41389458524551515,2.3921545340482018,-2.010188877126076,0.0
